School Number,District,School Code,Name,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT
951,UDAYAPUR,14051,MAHAKALI MA VI CHAMPAPUR MAINAMAINI-9,26.8,40.8,34.2,24.2,37.4,34.8,5,5,0,0,1,2,3,2,60
952,UDAYAPUR,14052,MA VI NEPALTAR PANCHAWATI-4,30.4,48.8,48.9,41,55.9,36.9,37,37,0,6,20,9,35,2,94.59
953,UDAYAPUR,14053,SAGARMATHA ENGLISH BOARDING SCHOOL KATAR,58.2,47.2,63.5,53.5,53.7,54.4,13,12,0,12,0,0,12,0,100
954,SAPTARI,15000,PRIVATE SAPTARI,27,48.8,27,24.5,42.3,38.5,4,4,0,0,1,0,1,3,25
955,SAPTARI,15001,CHHINNAMASTA BHUPENDRA SAN MA VI SAKHADA,23.3,41.4,10.8,18,37.8,40.5,24,24,0,0,3,0,3,21,12.5
956,SAPTARI,15002,KESHO ANIRUDDHAVATI MA VI RAJBIRAJ,24.6,39.7,23.4,21.9,50,31.1,153,153,0,6,35,2,43,110,28.1
957,SAPTARI,15003,PUBLIC BINDESHWARI MA VI RAJBIRAJ,26.6,47.4,19.8,22.5,39.9,35.2,136,135,0,7,22,0,29,106,21.48
958,SAPTARI,15004,GOVARDHAN BAIRAGI JANATA MA VI PHATTEPUR,24.1,47.4,22,29.7,34.3,35.9,92,92,0,3,10,1,14,78,15.22
959,SAPTARI,15005,RAJAJI TULASILAL JONCHHE JANATA MA VI SISWA,B 27.9,50.6,28.2,29.9,51.7,36,35,35,0,2,8,0,10,25,28.57
960,SAPTARI,15006,DWARIKA SHREE LAL SATANI YADAV MA VI BATHAN,15.8,27,11.3,16.5,30.6,23.3,44,44,0,0,1,1,2,42,4.55
961,SAPTARI,15007,RAJDEVI MA VI RAJBIRAJ,21.9,37.1,17.3,29.4,40.6,35.8,227,227,0,4,32,2,38,188,16.74
962,SAPTARI,15008,LAXMI BALLAV NARSING MA VI BABHANGAMAKATI,20,35.6,19.9,20.9,40.9,28.3,278,278,0,8,38,0,46,232,16.55
963,SAPTARI,15009,SARVODAYA MA VI KANCHANPUR,20.2,41.3,17.3,27.2,42.1,31.8,218,218,0,19,23,0,42,176,19.27
964,SAPTARI,15010,PUBLIC MA VI LAUNIA TILATHI,23.7,37.3,21.5,29.6,44.9,38.5,42,41,0,1,14,0,15,26,36.59
965,SAPTARI,15011,MAHIKAR MA VI PRASBANI,26.7,37.3,21.1,30.2,39.8,32.2,86,86,0,3,19,7,29,57,33.72
966,SAPTARI,15012,MAHABIR MA VI HANUMANNAGAR,20,42.5,22.4,29.5,46.6,36.7,49,49,0,2,4,1,7,42,14.29
967,SAPTARI,15013,BUDDHILAL BIDYAMUNAR MA VI BHAGWATPUR,18,41.5,27.8,29.1,35.8,34.5,101,101,0,3,5,0,8,93,7.92
968,SAPTARI,15014,MA VI DIMAN,15.2,31.5,11,22.3,32.6,30.4,62,62,0,0,2,1,3,59,4.84
969,SAPTARI,15015,KANTA CHANDRA MA VI PATO,16.9,33.4,21.9,20,41.4,34,43,43,0,0,3,0,3,40,6.98
970,SAPTARI,15016,KAMALESHWARY KISUN JHAULAI MA VI BANARJHUL,18.5,36.8,16.3,21.1,45,40.6,80,80,0,2,5,0,7,73,8.75
971,SAPTARI,15017,CHANDRA NAMUNA MA VI BODE BARSAIN,22,44.2,25.8,27.6,28.9,41.5,46,46,0,6,11,0,17,29,36.96
972,SAPTARI,15018,RAM DAYAL MA VI SAKHUWA KACHANDAHA,14,34,15,21.1,28.4,29.2,109,108,0,1,6,0,7,101,6.48
973,SAPTARI,15019,JANATA SHANKAR MA VI RAJGADH NARGHO,22,39.7,19.8,19.8,31.8,26.4,68,68,0,3,10,1,14,54,20.59
974,SAPTARI,15020,MASILAL JANATA MA VI KUSHAHA,19.7,43.5,17.7,23.3,34.4,36.1,218,218,0,3,34,1,38,180,17.43
975,SAPTARI,15021,NANDA UMA PUBLIC MA VI ODRAHA,18.9,37.9,23.3,30.1,32.4,39.5,152,151,0,9,23,1,33,118,21.85
976,SAPTARI,15022,JANATA MA VI SISHUWARI,23.5,48.2,25.1,29.3,43.9,32.5,74,74,0,1,17,2,20,54,27.03
977,SAPTARI,15023,CHUMMANHARI JANATA MA VI MAYANAKADERI,12.3,29.4,10.4,23.2,25.6,28.8,21,21,0,0,1,0,1,20,4.76
978,SAPTARI,15024,THAKURJEE MA VI BAKDHUWA JANDAUL,15.9,35,11.5,16.1,22.4,27.9,85,85,0,0,7,0,7,78,8.24
979,SAPTARI,15025,JAGESHWAR GARAHAI JANATA MA VI SEHARA,21.6,41.4,18.8,27.1,40.7,31.8,66,66,0,0,9,1,10,56,15.15
980,SAPTARI,15026,SHREE 5 MAHENDRA MA VI PHULBADIYA,28,49.6,44.7,36.4,49,42.7,47,47,0,13,18,1,32,15,68.09
981,SAPTARI,15027,KESHAV SMARAK JANATA MA VI TIKULIYA,16.8,45.6,11.5,25.2,43,29,45,45,0,1,2,0,3,42,6.67
982,SAPTARI,15028,LAXMI NARAYAN MA VI BAIRAWA,21,40.5,19.6,24.4,25.1,31,62,62,0,0,4,0,4,58,6.45
983,SAPTARI,15029,KANCHHU NARAPRATAP MA VI NAKATI,22.4,38.1,23.7,23.6,45.7,30.9,82,82,0,3,5,1,9,73,10.98
984,SAPTARI,15030,SHREE 5 MAHENDRA CHUNNI MA VI MANARAJA,20.6,36.8,23.8,22.1,43.2,35.9,106,105,0,1,19,4,24,81,22.86
985,SAPTARI,15031,BHAWANI PRA SAKAL PRA RAM PRA JANATA MA VI,25.1,53,21.7,29.1,36.8,46.9,61,61,0,3,10,2,15,46,24.59
986,SAPTARI,15032,NARA BAHADUR THAPA JANTA MA VI PAKARI GOTH,21.8,38.4,31.9,25.5,43.2,35.2,45,45,0,0,14,4,18,27,40
987,SAPTARI,15033,ISHWARI HIYA SURAIT JILEWI JANATA MA VI SARSH,22.6,46.5,22.4,30.7,46,35,19,19,0,0,5,0,5,14,26.32
988,SAPTARI,15034,JANTA MA VI TARAHI,18.9,24,26.3,17.4,33.8,34.3,19,18,0,0,3,1,4,14,22.22
989,SAPTARI,15035,HIRA PHEKANI MA VI BANAWOLA,16.8,40.3,10.6,20.7,37.8,30.5,47,47,0,1,1,0,2,45,4.26
990,SAPTARI,15036,NARENDRA MEMORIAL JANTA MA VI BORIYA,20.8,43.6,22.6,21,38.9,29.4,35,35,0,0,5,2,7,28,20
991,SAPTARI,15037,HAPPY LAND MA VI RAJBIRAJ,56.4,55.8,55.7,41.2,60.5,47.7,126,126,1,90,29,0,120,6,95.24
992,SAPTARI,15038,JANATA MA VI KHURAHURIYA,21.7,50.3,22.1,24.4,37,32.6,41,41,0,2,8,0,10,31,24.39
993,SAPTARI,15039,S L P MA VI MAHUKI PATHARGADA,19.3,29.4,14.2,14.4,37.8,24.7,92,92,0,2,6,1,9,83,9.78
994,SAPTARI,15040,KANKALANI MA VI PORTAHA,26.7,41.1,21.5,35.8,44.9,36.3,27,27,0,0,3,2,5,22,18.52
995,SAPTARI,15041,B P SMARAK PUBLIC MA VI BHARADAHA,28.2,44.4,27.6,41.5,46,38.9,29,29,0,0,12,2,14,15,48.28
996,SAPTARI,15042,JANATA MA VI KATAIYA PHATTEPUR,27.3,37,18.6,31.7,39.3,31.8,39,39,0,0,6,0,6,33,15.38
997,SAPTARI,15043,DURGA MA VI RAJBIRAJ,55.2,50.3,65.6,47.4,69.5,46.7,105,105,0,78,20,0,98,7,93.33
998,SAPTARI,15044,JAYANTI INDIRA KANYA MA VI RAJBIRAJ,22.9,48.4,19,18,36.4,31.9,14,14,0,0,2,0,2,12,14.29
999,SAPTARI,15045,MAHENDRA JANATA MA VI BALUWA SITAPUR,18.7,36.1,23,29,32,38.4,133,133,0,4,26,1,31,102,23.31
1000,SAPTARI,15046,JANATA MA VI ITAHARI BISHNUPUR HATI,35.8,57,46.2,33.1,43.8,39.5,13,13,0,1,7,0,8,5,61.54
1001,SAPTARI,15047,GOLDEN STAR SECONDARY SCHOOL RAJBIRAJ-6,47.6,44.8,46.8,30.3,55.4,42.9,12,12,0,4,5,0,9,3,75
1002,SAPTARI,15048,JANTA RAMESHWAR MEMORIAL MA VI BRAHAMPUR,22.3,35.5,13.4,27.9,33.7,28.1,74,73,0,0,3,0,3,70,4.11
1003,SAPTARI,15049,SHATRUDHAN MA VI NEGADABAIRIYA YOGIYA,19.5,29.6,18,18,30.4,26.3,36,35,0,0,6,1,7,28,20
1004,SAPTARI,15050,LALIGURANS ENGLISH BOARDING SCHOOL RAJBIR,41.1,54.8,42.4,32.1,47.7,40.2,48,48,0,17,9,0,26,22,54.17
1005,SAPTARI,15051,JANA PRABHAT MA VI DAULATPUR,17.8,47.2,13.3,22.9,42.9,28.2,127,127,0,0,4,1,5,122,3.94
1006,SAPTARI,15052,SHANKAR MA VI BHAGAWATPUR,23.4,44.2,21.6,39.9,47.8,39.9,44,44,0,3,5,0,8,36,18.18
1007,SAPTARI,15053,LU LA SA JA MA VI TERHAUTA,25.7,37.9,14.3,27,39.3,34.3,44,44,0,2,6,0,8,36,18.18
1008,SAPTARI,15054,MAHABIR MA VI BISHAHARIYA,17.7,38.5,14.6,29.4,39.8,32.4,50,50,0,0,9,0,9,41,18
1009,SAPTARI,15055,JANTA MA VI KHUDIBUKHARI KUPAHI,19.1,38.5,14.1,18.6,34.1,25,19,19,0,0,3,0,3,16,15.79
1010,SAPTARI,15056,MOTHER MEMORIAL ENGLISH BOARDING SCHOOL,53.6,52.9,60.1,59.9,48.9,56.9,28,28,0,22,6,0,28,0,100
1011,SAPTARI,15057,JANCHETNA MA VI BHAWANIPUR,19.1,40.3,14.5,22,28.6,33.2,114,114,0,1,14,0,15,99,13.16
1012,SAPTARI,15058,LITTLE FLOWER SECONDARY SCHOOL RAJBIRAJ-9,47.9,57,61.7,41.7,56.5,42.4,28,28,0,24,3,0,27,1,96.43
1013,SAPTARI,15059,JANKI SECONDARY SCHOOL RAJBIRAJ-8,50.5,62.9,49.7,38,60.1,42.8,11,11,0,6,5,0,11,0,100
1014,SAPTARI,15060,WORLD VISION MODERN SCHOOL RAJBIRAJ,29.1,55,34.1,32.6,48.5,39.4,35,35,0,6,15,0,21,14,60
1015,SIRAHA,16000,PRIVATE SIRAHA,16,36,27,16,24,26,1,1,0,0,0,0,0,1,0
1016,SIRAHA,16001,CHANDRA MA VI SIRAHA,25.7,45.1,31.5,24.8,39,35.8,125,123,0,6,40,10,56,67,45.53
1017,SIRAHA,16002,BRAJMOHAN JHABBURAM JANATA MA VI MADAR,20.8,33.5,22,20.3,30.2,30.1,41,40,0,1,8,2,11,29,27.5
1018,SIRAHA,16003,RAM DULARI MA VI KALYANPUR,24.6,42.1,28.9,27.1,49.7,38.5,87,87,0,0,24,14,38,49,43.68
1019,SIRAHA,16004,JANATA MA VI POKHAR BHINDA,19.2,33,28.8,21.6,37,34.8,70,70,0,1,13,4,18,52,25.71
1020,SIRAHA,16005,JANATA MA VI SONBARSHA,26.4,32.6,20.6,14.9,29.7,23.9,41,41,0,0,6,2,8,33,19.51
1021,SIRAHA,16006,JANATA MA VI CHANDRODAYPUR,23.3,40.8,27.3,25.9,39.3,34.2,68,68,0,1,23,3,27,41,39.71
1022,SIRAHA,16007,JANATA MA VI RAJPUR,16.9,26.7,17.4,23.6,31.5,37.6,24,24,0,0,2,1,3,21,12.5
1023,SIRAHA,16008,JANAKALYAN MA VI GOURIPUR,25.6,32.8,27.5,24.2,37.5,34.4,36,35,0,2,7,3,12,23,34.29
1024,SIRAHA,16009,JANATA MA VI DEURIPATTI SHIVANAGAR,18.1,30.1,12.9,22.1,27.8,31.3,36,35,0,0,1,0,1,33,2.86
1025,SIRAHA,16010,JANATA MA VI SUKHIPUR,20.6,27.2,15.3,20.6,31.5,27.4,103,103,0,0,13,1,14,89,13.59
1026,SIRAHA,16011,MANILAL JANATA MA VI SOTHIAAEN,20.7,37.1,36.6,25.3,34.2,40.9,46,46,0,3,13,1,17,29,36.96
1027,SIRAHA,16012,RAJAI JANAK LAL MA VI BALAHI,23.2,33.8,15.1,40.4,34.2,36.2,55,55,0,2,4,1,7,48,12.73
1028,SIRAHA,16013,MA VI SANHAITHA,18.4,25.1,21.8,18.1,29.6,28.4,37,36,0,2,1,2,5,31,13.89
1029,SIRAHA,16014,BASTIPUR MA VI BASTIPUR,26.3,43,38.1,24,42.4,39.8,102,102,0,13,32,1,46,56,45.1
1030,SIRAHA,16015,TULASIRAM SATYABHAMA DOTEL MA VI BISHNUPU,28.3,36.1,32.2,28,36.8,34,156,155,0,4,60,5,69,86,44.52
1031,SIRAHA,16016,JANATA NANDA LALITA MA VI LAXMIPUR PATAR,28.6,25.7,20.8,22.5,35.4,28.9,45,44,0,0,10,0,10,34,22.73
1032,SIRAHA,16017,MOHAN MA VI RAMNAGAR MIRCHAIYA,16.5,34.3,13.8,18.4,33.5,27.8,172,170,0,0,18,1,19,151,11.18
1033,SIRAHA,16018,JANASEWA MA VI KARJANHA,24.3,39.2,28.9,31.8,36.5,39.1,77,77,0,3,26,0,29,48,37.66
1034,SIRAHA,16019,JANATA MA VI ASANPUR GOLBAZAR,24.9,36.7,28.5,29.6,35.2,28.1,133,133,0,4,30,15,49,84,36.84
1035,SIRAHA,16020,PASHUPATI MA VI MATIHARBA LAHAN,25.4,43,23.7,20.5,40.1,33.5,204,203,0,7,50,3,60,143,29.56
1036,SIRAHA,16021,HANUMAN PRASAD SHARADA MA VI INARWA,18,35.5,14.1,24.4,31.5,43.4,43,43,0,0,3,0,3,40,6.98
1037,SIRAHA,16022,SARASWOR NATH MA VI SARASWAR,21.3,32.4,20.1,21.4,32.1,27.9,29,29,0,0,3,1,4,25,13.79
1038,SIRAHA,16023,JANATA VANWALI MA VI BARCHHAWA,24.2,43.4,30.4,23.1,40.2,36.2,55,54,0,2,17,2,21,33,38.89
1039,SIRAHA,16024,JANATA MA VI JIJHAUL KAJARA,18.9,36,30.6,14,32.2,26.8,62,62,0,1,9,1,11,51,17.74
1040,SIRAHA,16025,JANATA MA VI CHANDRALALPUR,19.3,38.1,25.5,29.8,39.3,41.2,36,36,0,0,5,1,6,30,16.67
1041,SIRAHA,16026,JANATA MA VI MAHANAUR BETAUNA,27.7,34.1,28.6,27.7,30.6,40.2,44,44,0,0,15,0,15,29,34.09
1042,SIRAHA,16027,NEPAL RASTRIYA FUL KUMARI MAHATO MA VI BAND,23.8,49.6,25.3,21.9,42.3,39.2,106,106,0,7,25,0,32,74,30.19
1043,SIRAHA,16028,LA MA JA MA VI BANINIYA,25.4,38.1,29.9,20.6,37.4,34.6,54,54,0,5,14,0,19,35,35.19
1044,SIRAHA,16029,JANATA MA VI BHAWANIPUR BETAHA,21.5,34.8,20.1,20.8,32.3,34.4,109,108,0,1,17,2,20,88,18.52
1045,SIRAHA,16030,LALAJI SA MA VI SIRAHA,19.6,31,23.2,25.2,35.9,28,42,42,0,0,6,4,10,32,23.81
1046,SIRAHA,16031,SUNDAR JANATA MA VI AURAHI,20.2,31.2,18.7,16,30.9,31.2,79,79,0,1,14,1,16,63,20.25
1047,SIRAHA,16032,MA VI BHALUWAHI,21.7,31.1,22.8,17.2,34.2,31.2,44,44,0,1,5,1,7,37,15.91
1048,SIRAHA,16033,BALA SUNDARI MA VI BHAGWANPUR,18.1,34.6,26.1,24.6,32.5,41.4,39,38,0,0,9,1,10,28,26.32
1049,SIRAHA,16034,LAXMAN LALITA KUSWAHA MA VI RAGHUNATHPUR,34.8,40,37,31.6,49.4,34.9,72,72,0,7,33,9,49,23,68.06
1050,SIRAHA,16035,JANATA MA VI DAHIPAURI,25.8,33.1,31.1,25.9,33.8,25.1,48,48,0,0,15,3,18,30,37.5
1051,SIRAHA,16036,JANATA MA VI SONMATIGADHA,23.3,42.2,32.1,19.2,35.2,32.8,72,71,0,0,23,3,26,45,36.62
1052,SIRAHA,16037,LAXMI MA VI LAXMIPUR,14.5,24.8,34.7,24.9,33.2,27.1,18,18,0,0,2,0,2,16,11.11
1053,SIRAHA,16038,LA NA KAU JA MA VI NAHARA RIGAUL,21.6,39.5,24,26.8,37.1,41.9,60,60,0,2,12,0,14,46,23.33
1054,SIRAHA,16039,JANATA CHETHARU JEETAN MA VI KAVILASIE,24.3,34.6,31.2,22.5,37.9,36.4,38,38,0,3,10,2,15,23,39.47
1055,SIRAHA,16040,JANATA MA VI GAURIPUR BISHNUPUR,16.5,31.6,41.8,29.3,40.2,35.2,38,38,0,2,7,3,12,26,31.58
1056,SIRAHA,16041,MAHABIR MA VI CHAINPUR,19.9,33.4,7.3,19,30.4,32.4,42,42,0,0,0,0,0,42,0
1057,SIRAHA,16042,SAGARMATHA MA VI DHODHANA BIRNAGAR,24.3,39,27.3,19.4,33.5,38.5,51,51,0,0,17,2,19,32,37.25
1058,SIRAHA,16043,SARASWATI MA VI JAMDAHA,27.3,43.6,41.7,33.8,40.4,30.3,56,56,0,1,26,4,31,24,55.36
1059,SIRAHA,16044,JANTA MA VI BARIYARPATTI,25.1,32.5,19,22.8,37.6,39.1,56,56,0,1,10,0,11,45,19.64
1060,SIRAHA,16045,SHARDA SECONDARY ENGLISH BOARDING SCHOO,44.2,45.6,50.3,27.5,50,44.7,49,49,0,20,15,0,35,14,71.43
1061,SIRAHA,16046,J M ACADEMY SIRAHA 1,38,47.3,47.4,30.7,40.7,44.2,38,38,0,11,15,1,27,11,71.05
1062,SIRAHA,16048,SAGARMATHA ENGLISH BOARDING SCHOOL KATAR,55.4,57.4,68.2,52.7,61.7,47.5,55,55,1,52,2,0,55,0,100
1063,SIRAHA,16049,LITTLE STAR ENGLISH SCHOOL LAHAN,58.5,62.2,70,52.1,50.3,57.2,51,51,6,43,2,0,51,0,100
1064,SIRAHA,16050,JANATA MA VI MAUWAHI,20.3,32.4,13.9,12.3,34.1,23.8,28,28,0,0,0,0,0,28,0
1065,SIRAHA,16051,CONVENT SECONDARY ENGLISH BOARDING SCHO,53.5,50.1,70.1,45.9,63.6,44.2,37,37,7,22,6,0,35,2,94.59
1066,SIRAHA,16052,MA VI HANUMANNAGAR BRAMHAN GAUCHHARDI,24.4,40.3,25.3,16,29.6,30.2,71,71,0,2,12,3,17,54,23.94
1067,SIRAHA,16053,JVM SECONDARY BOARDING SCHOOL ASANPUR G,30.8,45.5,50.7,45.9,50.2,42.6,124,124,0,27,70,2,99,25,79.84
1068,SIRAHA,16054,APOLLO OM ENGLISH AWASIYA MA VI LAHAN 7,62.5,40.2,68.5,58.9,61.7,49.6,19,19,0,19,0,0,19,0,100
1069,SIRAHA,16055,MOUNT EVEREST SECONDARY BOARDING SCHOOL,56.8,59,65,52.6,58.4,52.7,25,25,1,23,1,0,25,0,100
1070,SIRAHA,16056,NAVODAYA AWASIYA MA VI BISHNUPUR,39.1,45.9,58.4,47.7,58,48.7,32,32,0,15,12,0,27,5,84.38
1071,SIRAHA,16057,SRIJANA SECONDARY ENGLISH BOARDING SCHOO,47.5,54.2,63.2,45.9,58.9,53.3,17,17,0,16,1,0,17,0,100
1072,SIRAHA,16058,HIMALAYA ENGLISH BOARDING SCHOOL MIRCHAIY,50.1,57.4,42.9,46.1,69.4,59.3,7,7,0,6,0,0,6,1,85.71
1073,SIRAHA,16059,RAM JANAKI MA VI CHHAJANA VIDHYANAGAR,30.6,37.1,34,28.1,43.6,38.5,41,41,0,2,16,4,22,19,53.66
1074,SIRAHA,16060,ARUNODAYA AWASIYA MA VI MIRCHAIYA,34.6,62.4,51,31.8,54.9,44.2,67,67,0,22,42,0,64,3,95.52
1075,SIRAHA,16062,RAMA MAHANTHI YADAV JANTA MA VI SITAPUR,24.3,21.8,22,21.3,37,26.4,49,48,0,0,12,0,12,36,25
1076,SIRAHA,16063,LAHAN MERRY CHILDREN ACADEMY LAHAN-6,59.1,54.5,86.2,59.7,62.5,65.9,11,11,1,10,0,0,11,0,100
1077,SIRAHA,16064,"JANATA MA VI MOHANPUR, KAMALPUR",34.2,48,55.6,33.9,48.9,41.7,33,33,0,9,19,3,31,2,93.94
1078,SIRAHA,16065,LAHAN MANAKAMANA SECONDARY ENGLISH BOAR,58.8,60.9,83.8,58,61.4,66.7,16,16,1,15,0,0,16,0,100
1079,DOLAKHA,17000,PRIVATE DOLAKHA,23.2,41.2,18.4,13,30.5,23.4,33,32,0,0,0,0,0,32,0
1080,DOLAKHA,17001,JIRI MA VI JIRI,25.1,39,37.8,22.7,38.6,48.4,135,134,0,2,57,4,63,71,47.01
1081,DOLAKHA,17002,BHIM MA VI SUNTOPAR DOLAKHA,31.6,54.3,48.4,31.2,44.8,48.9,71,71,0,17,27,0,44,27,61.97
1082,DOLAKHA,17003,KSHAMAWOTI MA VI SUSPA,26.1,47.2,32.8,28.9,47.7,35,36,36,0,2,12,1,15,21,41.67
1083,DOLAKHA,17004,TRIBHUVAN MA VI MELUNG,22.4,43.1,27.3,22.5,37,41.9,113,113,0,5,25,3,33,80,29.2
1084,DOLAKHA,17005,BAITESHWOR MA VI NAMDU,22.5,44.8,30.2,25,40.8,37.9,114,112,0,2,29,3,34,78,30.36
1085,DOLAKHA,17006,SHANTI ADARSHA MA VI LADUK,23.6,48.5,32.1,25.3,38.6,45.1,30,30,0,1,8,2,11,19,36.67
1086,DOLAKHA,17007,KALINCHWOK MA VI LAMACHAUR CHARIKOT,29.5,57.4,50.7,27.2,46.4,48.9,111,111,0,14,56,0,70,41,63.06
1087,DOLAKHA,17008,GOLMESHWOR MA VI MALU,27.8,50,36.4,29.7,39.6,40,92,92,0,7,42,2,51,41,55.43
1088,DOLAKHA,17009,SATYASHWAR MA VI PAWATI,18.8,42.2,31,18.3,31.6,31.6,48,47,0,0,7,2,9,38,19.15
1089,DOLAKHA,17010,DURGA MA VI MAGADEURALI,24.7,43.9,49.6,25.6,40.5,37.1,62,62,0,4,27,6,37,25,59.68
1090,DOLAKHA,17011,SURKE MA VI KHARIDHUNGA,25.9,47.4,44.4,25.9,45.6,39.3,20,20,0,0,12,1,13,7,65
1091,DOLAKHA,17012,HANUMANTESHWAR MA VI KABRE,40.1,63.8,65.2,41.7,50,44,100,100,3,41,43,0,87,13,87
1092,DOLAKHA,17013,AMAR MA VI JHULE BHATTERCHOUR,25.7,45.3,31.5,23.3,41.4,42,76,75,0,4,31,3,38,37,50.67
1093,DOLAKHA,17014,GARJANGA DHUNGA MA VI PUMPAKOT,23.5,43,31.8,20.5,39.6,50.6,26,26,0,2,8,0,10,16,38.46
1094,DOLAKHA,17015,HILEPANI SAN MA VI HILEPANI LAMIDANDA,17.3,39.7,25.8,28,40,33.8,75,74,0,0,9,1,10,64,13.51
1095,DOLAKHA,17016,KALINAG MA VI SUNKHANI,28.5,48.2,53.3,38.6,46.8,41.6,62,62,0,8,36,1,45,17,72.58
1096,DOLAKHA,17017,NILKHANTHESHWOR MA VI JUNGU,39.2,57.9,46.1,28.9,53.6,48.9,32,32,0,9,23,0,32,0,100
1097,DOLAKHA,17018,KALIKA MA VI HANWA,33,50.7,44.5,26.2,50.3,42.8,49,49,0,9,31,0,40,9,81.63
1098,DOLAKHA,17019,MAHENDRODAYA MA VI MATI,26.3,40.3,33.6,23.5,40.8,34.5,56,56,0,0,24,3,27,29,48.21
1099,DOLAKHA,17020,EPARD SECONDARY BOARDING SCHOOL JIRI,47.6,60.2,51.3,31.1,54.9,49.6,29,29,0,4,17,0,21,8,72.41
1100,DOLAKHA,17021,PASHUPATI KANYA MANDIR MA VI CHARIKOT,29.7,48.7,36.8,26,46,34.6,50,50,0,4,26,0,30,20,60
1101,DOLAKHA,17022,HALESHWAR MA VI SURI TINEKHU,26.1,46.5,42.1,27.5,45.7,47.3,54,54,0,8,24,2,34,20,62.96
1102,DOLAKHA,17023,HIMALAYA MA VI KHOPACHAGU,17.5,38.8,19.1,26.3,43.4,33.9,19,19,0,0,5,0,5,14,26.32
1103,DOLAKHA,17024,KALIKA MA VI SUNDRAWATI,19.4,44.7,27.8,24.7,40.8,34.6,56,56,0,0,12,0,12,44,21.43
1104,DOLAKHA,17025,JANA JYOTI MA VI GAIRIMUDI,33,38.8,43.5,25.8,40.2,51.1,25,25,0,2,11,4,17,8,68
1105,DOLAKHA,17026,KSHATRAWATI MA VI KSHATRAPA,38.9,59.6,50.3,38.9,54,44.9,39,39,0,15,23,0,38,1,97.44
1106,DOLAKHA,17027,SARBA MA VI JILU,31.4,50.4,42.1,30.1,46.4,40,25,25,0,2,17,0,19,6,76
1107,DOLAKHA,17028,KUTI DANDA MA VI MAKAIBARI,23.5,57.2,42.9,25.4,49.3,47.1,53,53,0,9,19,0,28,25,52.83
1108,DOLAKHA,17029,KALIKA MA VI PHASKU DARKHA,21.4,46.9,27.3,19.7,35.8,28.9,61,61,0,0,8,4,12,49,19.67
1109,DOLAKHA,17030,LAXMI MA VI SUKATHOKAR GHYANG,29.2,39,31.1,21.2,40.8,31.7,13,13,0,0,4,3,7,6,53.85
1110,DOLAKHA,17031,TRIPURA GLORIOUS ACADEMY CHARIKOT,55,55.9,75.1,48.6,69.2,58.7,18,18,1,16,1,0,18,0,100
1111,DOLAKHA,17032,DEVI MA VI BONCH,18.8,37.4,34.5,20,34.9,33,44,44,0,0,4,6,10,34,22.73
1112,DOLAKHA,17034,NARAYANI MA VI BHIRKOT,27.3,52,30.6,31.6,44.1,51.1,22,22,0,3,8,0,11,11,50
1113,DOLAKHA,17035,KALIKA MA VI GHYANG SUKATHOKAR,25.2,44.1,38,26.1,42.9,35.9,23,23,0,0,11,1,12,11,52.17
1114,DOLAKHA,17036,KALLABARI MA VI DUDHAPOKHARI,35.2,55.4,60.1,40.9,43.8,42.3,30,30,0,7,21,1,29,1,96.67
1115,DOLAKHA,17037,BIRENDRA MA VI KATAKUTI,27.9,49,37.4,31.3,41.3,39.7,35,35,0,3,14,1,18,17,51.43
1116,DOLAKHA,17038,SITAPAILA MA VI JAPHE,31.4,55.9,52.6,31.2,43.9,44.2,37,37,0,8,21,0,29,8,78.38
1117,DOLAKHA,17039,SURKE MA VI BHANDARE LAKURIDANDA,16.9,38.5,30.2,16.9,35.8,29.2,32,32,0,1,1,0,2,30,6.25
1118,DOLAKHA,17040,BAUDDHA BHUWANESHWARI MA VI MALI CHARIKOT,34.8,54.8,34.3,29.4,50.6,45,23,22,0,3,18,0,21,1,95.45
1119,DOLAKHA,17041,THE RISING STAR ENGLISH BOARDING SCHOOL CH,60.7,63.7,90.4,56,72.4,61.6,23,23,10,13,0,0,23,0,100
1120,DOLAKHA,17042,KALIDHUNGA MA VI MIRGE-7 MAJUWA,33.2,56.2,45.2,38.9,47.8,40.1,28,28,0,8,17,1,26,1,92.86
1121,DOLAKHA,17043,KALINAG MA VI LAMIDANDA-6 SINGATI,28.9,42.1,31.5,31.5,39.9,34.9,35,35,0,3,10,1,14,21,40
1122,DOLAKHA,17044,GAURISHANKAR MA VI LAMABAGAR,29.1,40.5,45.6,37.3,52.5,40.8,13,13,0,4,5,1,10,3,76.92
1123,RAMECHHAP,18000,PRIVATE RAMECHHAP,18.7,45.1,36.7,18.8,39.3,39.6,39,39,0,0,7,0,7,32,17.95
1124,RAMECHHAP,18001,GAURISHANKAR MA VI RAMECHHAP BAZAR,32.2,42.2,38.6,31.3,36.3,39.5,107,107,0,4,53,18,75,32,70.09
1125,RAMECHHAP,18002,SHARADA MA VI THOSEBAZAR,32.6,51.9,51.3,35.1,45.6,38.5,42,42,0,5,32,1,38,4,90.48
1126,RAMECHHAP,18003,HIMGANGA MA VI SANGHUNTAR,17.2,39.9,29,25.3,42.8,34.4,68,68,0,5,11,0,16,52,23.53
